Distancia 0 mm ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
5:30:08 p. m.,0.74,0.12,2.81,,5:28:29 p. m.,0.74,0.12,2.79,,5:26:55 p. m.,0.74,0.12,2.7,,5:25:19 p. m.,0.74,0.11,2.74,,5:23:32 p. m.,0.79,0.13,2.71,,0.75,0.12,2.75,,,,5:21:36 p. m.,0,0,,5:20:21 p. m.,0,0,,5:19:00 p. m.,0,0,,5:17:35 p. m.,0,0,,5:16:11 p. m.,0,0,,0,0,,0,0,,
5:30:10 p. m.,0.76,0.12,2.54,,5:28:30 p. m.,0.76,0.12,2.54,,5:26:57 p. m.,0.76,0.12,2.56,,5:25:21 p. m.,0.76,0.12,2.53,,5:23:34 p. m.,0.81,0.13,2.54,,0.77,0.122,2.542,,,,5:21:37 p. m.,25,52.08,,5:20:22 p. m.,24,50,,5:19:01 p. m.,21,43.75,,5:17:36 p. m.,25,52.08,,5:16:13 p. m.,25,52.08,,24,49.998,,24,50,,
5:30:12 p. m.,0.78,0.13,1.86,,5:28:32 p. m.,0.78,0.12,1.85,,5:26:59 p. m.,0.77,0.12,1.91,,5:25:23 p. m.,0.78,0.12,1.86,,5:23:36 p. m.,0.83,0.14,1.89,,0.788,0.126,1.874,,,,5:21:38 p. m.,24,50,,5:20:24 p. m.,25,52.08,,5:19:03 p. m.,26,54.17,,5:17:38 p. m.,26,54.17,,5:16:17 p. m.,26,54.17,,25.4,52.918,,25,52.92,,
5:30:13 p. m.,0.8,0.13,1.84,,5:28:34 p. m.,0.79,0.13,1.85,,5:27:00 p. m.,0.79,0.13,1.86,,5:25:24 p. m.,0.8,0.12,1.92,,5:23:38 p. m.,0.85,0.14,1.89,,0.806,0.13,1.872,,,,5:21:40 p. m.,24,50,,5:20:25 p. m.,26,54.17,,5:19:04 p. m.,25,52.08,,5:17:39 p. m.,21,43.75,,5:16:17 p. m.,23,47.92,,23.8,49.584,,24,49.58,,
5:30:15 p. m.,0.81,0.13,1.81,,5:28:36 p. m.,0.81,0.13,1.8,,5:27:02 p. m.,0.81,0.13,1.79,,5:25:26 p. m.,0.82,0.13,1.83,,5:23:39 p. m.,0.87,0.14,1.82,,0.824,0.132,1.81,,,,5:21:41 p. m.,0,0,,5:20:27 p. m.,0,0,,5:19:06 p. m.,0,0,,5:17:41 p. m.,0,0,,5:16:17 p. m.,0,0,,0,0,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.422,0.063857143,2.264380952,,,,,,,,,,,,,,,,,,,,,,,,,,,343,17.03357143,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.01388889,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distancia 40 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
5:37:58 p. m.,0,0,2.62,,5:36:23 p. m.,0,0,2.7,,5:34:48 p. m.,0,0,2.8,,5:33:08 p. m.,0,0,2.67,,5:31:31 p. m.,0,0,2.67,,0,0,2.692,,,,5:45:40 p. m.,23,47.92,,5:44:15 p. m.,23,47.92,,5:42:51 p. m.,21,43.75,,5:41:25 p. m.,24,50,,5:40:02 p. m.,20,41.67,,22.2,46.252,,22,46.25,,
5:38:00 p. m.,0.01,0,2.1,,5:36:25 p. m.,0.01,0,2.15,,5:34:49 p. m.,0.02,0,2.16,,5:33:09 p. m.,0.01,0,2.12,,5:31:33 p. m.,0.01,0,2.15,,0.012,0,2.136,,,,5:45:41 p. m.,28,58.33,,5:44:17 p. m.,30,62.5,,5:42:52 p. m.,28,58.33,,5:41:26 p. m.,30,62.5,,5:40:03 p. m.,29,60.42,,29,60.416,,29,60.42,,
5:38:01 p. m.,0.03,0,1.79,,5:36:27 p. m.,0.02,0,1.76,,5:34:51 p. m.,0.03,0,1.77,,5:33:11 p. m.,0.02,0,1.71,,5:31:35 p. m.,0.02,0,1.75,,0.024,0,1.756,,,,5:45:43 p. m.,27,56.25,,5:44:18 p. m.,27,56.25,,5:42:54 p. m.,26,54.17,,5:41:28 p. m.,27,56.25,,5:40:05 p. m.,23,47.92,,26,54.168,,26,54.17,,
5:38:03 p. m.,0.04,0,2.21,,5:36:29 p. m.,0.04,0,2.17,,5:34:53 p. m.,0.04,0,2.15,,5:33:13 p. m.,0.04,0,2.13,,5:31:37 p. m.,0.04,0,2.16,,0.04,0,2.164,,,,5:45:44 p. m.,10,20.83,,5:44:20 p. m.,11,22.92,,5:42:55 p. m.,9,18.75,,5:41:37 p. m.,10,20.83,,5:40:06 p. m.,28,58.33,,13.6,28.332,,14,28.33,,
5:38:05 p. m.,0.05,0,2.7,,5:36:30 p. m.,0.05,0,2.7,,5:34:55 p. m.,0.06,0,2.72,,5:33:15 p. m.,0.05,0,2.71,,5:31:38 p. m.,0.05,0,2.7,,0.052,0,2.706,,,,5:45:46 p. m.,25,52.08,,5:44:21 p. m.,25,52.08,,5:42:57 p. m.,24,50,,5:41:37 p. m.,25,52.08,,5:40:08 p. m.,27,56.25,,25.2,52.498,,25,52.5,,
5:38:07 p. m.,0.07,0,2.59,,5:36:32 p. m.,0.06,0,2.56,,5:34:56 p. m.,0.07,0,2.68,,5:33:16 p. m.,0.06,0,2.5,,5:31:40 p. m.,0.07,0,2.53,,0.066,0,2.572,,,,5:45:47 p. m.,25,52.08,,5:44:23 p. m.,25,52.08,,5:42:58 p. m.,24,50,,5:41:37 p. m.,23,47.92,,5:40:09 p. m.,26,54.17,,24.6,51.25,,25,51.25,,
5:38:09 p. m.,0.08,0,1.97,,5:36:34 p. m.,0.08,0,1.99,,5:34:58 p. m.,0.08,0,1.97,,5:33:18 p. m.,0.08,0,1.92,,5:31:42 p. m.,0.08,0,1.96,,0.08,0,1.962,,,,5:45:49 p. m.,24,50,,5:44:24 p. m.,26,54.17,,5:43:00 p. m.,24,50,,5:41:37 p. m.,26,54.17,,5:40:11 p. m.,25,52.08,,25,52.084,,25,52.08,,
5:38:10 p. m.,0.09,0,1.77,,5:36:36 p. m.,0.09,0,1.77,,5:35:00 p. m.,0.09,0,1.74,,5:33:20 p. m.,0.09,0,1.8,,5:31:44 p. m.,0.09,0,1.83,,0.09,0,1.782,,,,5:45:50 p. m.,21,43.75,,5:44:26 p. m.,23,47.92,,5:43:01 p. m.,23,47.92,,5:41:37 p. m.,17,35.42,,5:40:12 p. m.,29,60.42,,22.6,47.086,,23,47.09,,
5:38:12 p. m.,0.1,0,2.37,,5:36:38 p. m.,0.1,0.01,2.29,,5:35:02 p. m.,0.11,0.01,2.39,,5:33:22 p. m.,0.1,0,2.25,,5:31:45 p. m.,0.1,0,2.29,,0.102,0.004,2.318,,,,5:45:55 p. m.,28,58.33,,5:44:27 p. m.,28,58.33,,5:43:03 p. m.,29,60.42,,5:41:37 p. m.,26,54.17,,5:40:14 p. m.,27,56.25,,27.6,57.5,,28,57.5,,
5:38:14 p. m.,0.12,0.01,2.66,,5:36:39 p. m.,0.11,0.01,2.65,,5:35:03 p. m.,0.12,0.01,2.74,,5:33:24 p. m.,0.12,0.01,2.59,,5:31:47 p. m.,0.12,0.01,2.67,,0.118,0.01,2.662,,,,5:45:55 p. m.,27,56.25,,5:44:28 p. m.,26,54.17,,5:43:04 p. m.,27,56.25,,5:41:38 p. m.,24,50,,5:40:15 p. m.,10,20.83,,22.8,47.5,,23,47.5,,
5:38:16 p. m.,0.13,0.01,2.32,,5:36:41 p. m.,0.13,0.01,2.31,,5:35:05 p. m.,0.13,0.01,2.41,,5:33:25 p. m.,0.13,0.01,2.32,,5:31:49 p. m.,0.13,0.01,2.35,,0.13,0.01,2.342,,,,5:45:55 p. m.,10,20.83,,5:44:30 p. m.,10,20.83,,5:43:05 p. m.,25,52.08,,5:41:40 p. m.,10,20.83,,5:40:17 p. m.,27,56.25,,16.4,34.164,,16,34.16,,
5:38:17 p. m.,0.14,0.01,1.79,,5:36:43 p. m.,0.14,0.01,1.77,,5:35:07 p. m.,0.15,0.01,1.76,,5:33:27 p. m.,0.14,0.01,1.75,,5:31:51 p. m.,0.14,0.01,1.76,,0.142,0.01,1.766,,,,5:45:56 p. m.,25,52.08,,5:44:31 p. m.,25,52.08,,5:43:07 p. m.,26,54.17,,5:41:45 p. m.,26,54.17,,5:40:18 p. m.,24,50,,25.2,52.5,,25,52.5,,
5:38:19 p. m.,0.16,0.01,1.9,,5:36:45 p. m.,0.15,0.01,1.92,,5:35:09 p. m.,0.16,0.01,1.92,,5:33:29 p. m.,0.15,0.01,1.87,,5:31:53 p. m.,0.16,0.01,1.96,,0.156,0.01,1.914,,,,5:45:57 p. m.,14,29.17,,5:44:33 p. m.,10,20.83,,5:43:08 p. m.,15,31.25,,5:41:45 p. m.,12,25,,5:40:19 p. m.,27,56.25,,15.6,32.5,,16,32.5,,
5:38:21 p. m.,0.17,0.01,2.54,,5:36:46 p. m.,0.16,0.01,2.64,,5:35:11 p. m.,0.17,0.01,2.56,,5:33:31 p. m.,0.17,0.01,2.53,,5:31:54 p. m.,0.17,0.01,2.59,,0.168,0.01,2.572,,,,5:45:59 p. m.,25,52.08,,5:44:34 p. m.,27,56.25,,5:43:10 p. m.,24,50,,5:41:45 p. m.,26,54.17,,5:40:21 p. m.,24,50,,25.2,52.5,,25,52.5,,
5:38:23 p. m.,0.18,0.01,2.75,,5:36:48 p. m.,0.18,0.01,2.65,,5:35:12 p. m.,0.18,0.02,2.66,,5:33:32 p. m.,0.18,0.01,2.76,,5:31:56 p. m.,0.18,0.01,2.71,,0.18,0.012,2.706,,,,5:46:00 p. m.,22,45.83,,5:44:36 p. m.,10,20.83,,5:43:11 p. m.,17,35.42,,5:41:45 p. m.,24,50,,5:40:22 p. m.,10,20.83,,16.6,34.582,,17,34.58,,
5:38:24 p. m.,0.19,0.02,2.25,,5:36:50 p. m.,0.19,0.02,2.16,,5:35:14 p. m.,0.2,0.02,2.21,,5:33:34 p. m.,0.19,0.02,2.23,,5:31:58 p. m.,0.2,0.02,2.25,,0.194,0.02,2.22,,,,5:46:02 p. m.,28,58.33,,5:44:37 p. m.,27,56.25,,5:43:13 p. m.,27,56.25,,5:41:47 p. m.,11,22.92,,5:40:24 p. m.,26,54.17,,23.8,49.584,,24,49.58,,
5:38:26 p. m.,0.21,0.02,1.8,,5:36:52 p. m.,0.2,0.02,1.76,,5:35:16 p. m.,0.21,0.02,1.78,,5:33:36 p. m.,0.21,0.02,1.76,,5:32:00 p. m.,0.21,0.02,1.77,,0.208,0.02,1.774,,,,5:46:03 p. m.,26,54.17,,5:44:39 p. m.,11,22.92,,5:43:14 p. m.,21,43.75,,5:41:48 p. m.,26,54.17,,5:40:25 p. m.,14,29.17,,19.6,40.836,,20,40.84,,
5:38:28 p. m.,0.22,0.02,2.1,,5:36:53 p. m.,0.22,0.02,2.08,,5:35:18 p. m.,0.22,0.02,2.1,,5:33:38 p. m.,0.22,0.02,2.09,,5:32:01 p. m.,0.22,0.02,2.11,,0.22,0.02,2.096,,,,5:46:05 p. m.,10,20.83,,5:44:40 p. m.,28,58.33,,5:43:16 p. m.,27,56.25,,5:41:50 p. m.,9,18.75,,5:40:27 p. m.,26,54.17,,20,41.666,,20,41.67,,
5:38:30 p. m.,0.23,0.02,2.6,,5:36:55 p. m.,0.23,0.02,2.61,,5:35:19 p. m.,0.24,0.02,2.67,,5:33:39 p. m.,0.23,0.02,2.61,,5:32:03 p. m.,0.23,0.02,2.65,,0.232,0.02,2.628,,,,5:46:06 p. m.,28,58.33,,5:44:42 p. m.,11,22.92,,5:43:17 p. m.,21,43.75,,5:41:51 p. m.,27,56.25,,5:40:28 p. m.,21,43.75,,21.6,45,,22,45,,
5:38:32 p. m.,0.24,0.02,2.59,,5:36:57 p. m.,0.24,0.02,2.62,,5:35:21 p. m.,0.25,0.03,2.56,,5:33:41 p. m.,0.24,0.02,2.53,,5:32:05 p. m.,0.25,0.02,2.6,,0.244,0.022,2.58,,,,5:46:08 p. m.,13,27.08,,5:44:43 p. m.,27,56.25,,5:43:19 p. m.,27,56.25,,5:41:53 p. m.,10,20.83,,5:40:30 p. m.,29,60.42,,21.2,44.166,,21,44.17,,
5:38:33 p. m.,0.26,0.02,2.07,,5:36:59 p. m.,0.25,0.02,2.17,,5:35:23 p. m.,0.26,0.03,2.05,,5:33:43 p. m.,0.26,0.02,1.92,,5:32:07 p. m.,0.26,0.02,2.14,,0.258,0.022,2.07,,,,5:46:09 p. m.,25,52.08,,5:44:45 p. m.,11,22.92,,5:43:20 p. m.,20,41.67,,5:41:54 p. m.,25,52.08,,5:40:31 p. m.,26,54.17,,21.4,44.584,,21,44.58,,
5:38:35 p. m.,0.27,0.03,1.75,,5:37:01 p. m.,0.27,0.03,1.78,,5:35:25 p. m.,0.27,0.03,1.76,,5:33:45 p. m.,0.27,0.03,1.78,,5:32:08 p. m.,0.27,0.03,1.75,,0.27,0.03,1.764,,,,5:46:11 p. m.,20,41.67,,5:44:46 p. m.,26,54.17,,5:43:22 p. m.,25,52.08,,5:41:56 p. m.,16,33.33,,5:40:33 p. m.,16,33.33,,20.6,42.916,,21,42.92,,
5:38:37 p. m.,0.28,0.03,2.29,,5:37:02 p. m.,0.28,0.03,2.23,,5:35:26 p. m.,0.29,0.03,2.23,,5:33:46 p. m.,0.28,0.03,2.19,,5:32:10 p. m.,0.29,0.03,2.2,,0.284,0.03,2.228,,,,5:46:12 p. m.,27,56.25,,5:44:47 p. m.,11,22.92,,5:43:23 p. m.,19,39.58,,5:41:57 p. m.,28,58.33,,5:40:34 p. m.,24,50,,21.8,45.416,,22,45.42,,
5:38:39 p. m.,0.3,0.03,2.79,,5:37:04 p. m.,0.29,0.03,2.77,,5:35:28 p. m.,0.3,0.03,2.65,,5:33:48 p. m.,0.29,0.03,2.67,,5:32:12 p. m.,0.3,0.03,2.64,,0.296,0.03,2.704,,,,5:46:14 p. m.,25,52.08,,5:44:49 p. m.,25,52.08,,5:43:24 p. m.,25,52.08,,5:41:59 p. m.,25,52.08,,5:40:36 p. m.,15,31.25,,23,47.914,,23,47.91,,
5:38:40 p. m.,0.31,0.03,2.39,,5:37:06 p. m.,0.3,0.03,2.51,,5:35:30 p. m.,0.31,0.03,2.41,,5:33:50 p. m.,0.31,0.03,2.42,,5:32:14 p. m.,0.31,0.03,2.43,,0.308,0.03,2.432,,,,5:46:15 p. m.,10,20.83,,5:44:50 p. m.,10,20.83,,5:43:26 p. m.,16,33.33,,5:42:00 p. m.,30,62.5,,5:40:37 p. m.,27,56.25,,18.6,38.748,,19,38.75,,
5:38:42 p. m.,0.32,0.03,1.76,,5:37:08 p. m.,0.32,0.03,1.77,,5:35:32 p. m.,0.32,0.04,1.84,,5:33:52 p. m.,0.32,0.03,1.85,,5:32:16 p. m.,0.32,0.03,1.86,,0.32,0.032,1.816,,,,5:46:16 p. m.,27,56.25,,5:44:52 p. m.,27,56.25,,5:43:27 p. m.,25,52.08,,5:42:01 p. m.,27,56.25,,5:40:38 p. m.,24,50,,26,54.166,,26,54.17,,
5:38:44 p. m.,0.33,0.03,1.9,,5:37:09 p. m.,0.33,0.03,1.89,,5:35:34 p. m.,0.34,0.04,1.94,,5:33:54 p. m.,0.33,0.03,1.82,,5:32:17 p. m.,0.34,0.03,1.88,,0.334,0.032,1.886,,,,5:46:18 p. m.,11,22.92,,5:44:57 p. m.,29,60.42,,5:43:29 p. m.,13,27.08,,5:42:03 p. m.,10,20.83,,5:40:40 p. m.,10,20.83,,14.6,30.416,,15,30.42,,
5:38:46 p. m.,0.35,0.04,2.48,,5:37:11 p. m.,0.34,0.04,2.5,,5:35:35 p. m.,0.35,0.04,2.36,,5:33:55 p. m.,0.34,0.03,2.44,,5:32:19 p. m.,0.35,0.04,2.42,,0.346,0.038,2.44,,,,5:46:19 p. m.,25,52.08,,5:44:57 p. m.,26,54.17,,5:43:30 p. m.,26,54.17,,5:42:04 p. m.,26,54.17,,5:40:41 p. m.,26,54.17,,25.8,53.752,,26,53.75,,
5:38:47 p. m.,0.36,0.04,2.79,,5:37:13 p. m.,0.35,0.04,2.68,,5:35:37 p. m.,0.36,0.04,2.68,,5:33:57 p. m.,0.36,0.04,2.69,,5:32:21 p. m.,0.36,0.04,2.69,,0.358,0.04,2.706,,,,5:46:21 p. m.,20,41.67,,5:44:57 p. m.,15,31.25,,5:43:32 p. m.,15,31.25,,5:42:06 p. m.,21,43.75,,5:40:43 p. m.,15,31.25,,17.2,35.834,,17,35.83,,
5:38:49 p. m.,0.37,0.04,2.39,,5:37:15 p. m.,0.37,0.04,2.29,,5:35:39 p. m.,0.38,0.04,2.34,,5:33:59 p. m.,0.37,0.04,2.39,,5:32:23 p. m.,0.38,0.04,2.24,,0.374,0.04,2.33,,,,5:46:22 p. m.,29,60.42,,5:44:58 p. m.,25,52.08,,5:43:33 p. m.,25,52.08,,5:42:07 p. m.,29,60.42,,5:40:44 p. m.,26,54.17,,26.8,55.834,,27,55.83,,
5:38:51 p. m.,0.38,0.04,1.78,,5:37:16 p. m.,0.38,0.04,1.77,,5:35:41 p. m.,0.39,0.05,1.76,,5:34:01 p. m.,0.38,0.04,1.75,,5:32:24 p. m.,0.39,0.04,1.77,,0.384,0.042,1.766,,,,5:46:24 p. m.,25,52.08,,5:44:59 p. m.,29,60.42,,5:43:35 p. m.,17,35.42,,5:42:09 p. m.,24,50,,5:40:46 p. m.,18,37.5,,22.6,47.084,,23,47.08,,
5:38:53 p. m.,0.4,0.04,2.06,,5:37:18 p. m.,0.39,0.04,2.07,,5:35:42 p. m.,0.4,0.05,2.08,,5:34:02 p. m.,0.39,0.04,2.02,,5:32:26 p. m.,0.4,0.04,2.07,,0.396,0.042,2.06,,,,5:46:25 p. m.,29,60.42,,5:45:01 p. m.,26,54.17,,5:43:36 p. m.,27,56.25,,5:42:10 p. m.,8,16.67,,5:40:47 p. m.,27,56.25,,23.4,48.752,,23,48.75,,
5:38:55 p. m.,0.41,0.05,2.68,,5:37:20 p. m.,0.4,0.04,2.65,,5:35:44 p. m.,0.41,0.05,2.63,,5:34:04 p. m.,0.41,0.04,2.72,,5:32:28 p. m.,0.41,0.04,2.63,,0.408,0.044,2.662,,,,5:46:27 p. m.,27,56.25,,5:45:02 p. m.,10,20.83,,5:43:38 p. m.,25,52.08,,5:42:12 p. m.,26,54.17,,5:40:49 p. m.,25,52.08,,22.6,47.082,,23,47.08,,
5:38:56 p. m.,0.42,0.05,2.67,,5:37:22 p. m.,0.42,0.05,2.71,,5:35:46 p. m.,0.43,0.05,2.71,,5:34:06 p. m.,0.42,0.05,2.72,,5:32:30 p. m.,0.42,0.05,2.75,,0.422,0.05,2.712,,,,5:46:28 p. m.,27,56.25,,5:45:04 p. m.,27,56.25,,5:43:39 p. m.,27,56.25,,5:42:13 p. m.,23,47.92,,5:40:50 p. m.,29,60.42,,26.6,55.418,,27,55.42,,
5:38:58 p. m.,0.43,0.05,2.13,,5:37:24 p. m.,0.43,0.05,2.17,,5:35:48 p. m.,0.44,0.05,2.12,,5:34:08 p. m.,0.43,0.05,2.1,,5:32:31 p. m.,0.44,0.05,2.17,,0.434,0.05,2.138,,,,5:46:30 p. m.,25,52.08,,5:45:05 p. m.,19,39.58,,5:43:41 p. m.,27,56.25,,5:42:15 p. m.,25,52.08,,5:40:52 p. m.,24,50,,24,49.998,,24,50,,
5:39:00 p. m.,0.45,0.05,1.8,,5:37:25 p. m.,0.44,0.05,1.76,,5:35:49 p. m.,0.45,0.05,1.78,,5:34:09 p. m.,0.45,0.05,1.74,,5:32:33 p. m.,0.45,0.05,1.75,,0.448,0.05,1.766,,,,5:46:31 p. m.,11,22.92,,5:45:06 p. m.,25,52.08,,5:43:42 p. m.,10,20.83,,5:42:16 p. m.,20,41.67,,5:40:56 p. m.,28,58.33,,18.8,39.166,,19,39.17,,
5:39:02 p. m.,0.46,0.05,2.16,,5:37:27 p. m.,0.45,0.05,2.15,,5:35:51 p. m.,0.46,0.06,2.28,,5:34:11 p. m.,0.46,0.05,2.12,,5:32:35 p. m.,0.46,0.05,2.21,,0.458,0.052,2.184,,,,5:46:32 p. m.,26,54.17,,5:45:08 p. m.,14,29.17,,5:43:43 p. m.,24,50,,5:42:18 p. m.,28,58.33,,5:40:56 p. m.,25,52.08,,23.4,48.75,,23,48.75,,
5:39:03 p. m.,0.47,0.05,2.74,,5:37:29 p. m.,0.47,0.05,2.77,,5:35:53 p. m.,0.48,0.06,2.73,,5:34:13 p. m.,0.47,0.05,2.65,,5:32:37 p. m.,0.48,0.05,2.63,,0.474,0.052,2.704,,,,5:46:34 p. m.,11,22.92,,5:45:09 p. m.,27,56.25,,5:43:45 p. m.,17,35.42,,5:42:19 p. m.,26,54.17,,5:40:56 p. m.,28,58.33,,21.8,45.418,,22,45.42,,
5:39:05 p. m.,0.48,0.06,2.48,,5:37:31 p. m.,0.48,0.06,2.51,,5:35:55 p. m.,0.49,0.06,2.55,,5:34:15 p. m.,0.48,0.05,2.52,,5:32:39 p. m.,0.49,0.05,2.53,,0.484,0.056,2.518,,,,5:46:35 p. m.,26,54.17,,5:45:11 p. m.,25,52.08,,5:43:46 p. m.,27,56.25,,5:42:20 p. m.,10,20.83,,5:40:57 p. m.,23,47.92,,22.2,46.25,,22,46.25,,
5:39:07 p. m.,0.5,0.06,1.83,,5:37:32 p. m.,0.49,0.06,1.91,,5:35:57 p. m.,0.5,0.06,1.86,,5:34:17 p. m.,0.5,0.05,1.95,,5:32:40 p. m.,0.5,0.06,1.87,,0.498,0.058,1.884,,,,5:46:37 p. m.,25,52.08,,5:45:12 p. m.,30,62.5,,5:43:48 p. m.,27,56.25,,5:42:22 p. m.,27,56.25,,5:40:59 p. m.,28,58.33,,27.4,57.082,,27,57.08,,
5:39:09 p. m.,0.51,0.06,1.85,,5:37:34 p. m.,0.5,0.06,1.77,,5:35:58 p. m.,0.51,0.06,1.83,,5:34:18 p. m.,0.51,0.06,1.82,,5:32:42 p. m.,0.51,0.06,1.84,,0.508,0.06,1.822,,,,5:46:38 p. m.,27,56.25,,5:45:14 p. m.,27,56.25,,5:43:49 p. m.,25,52.08,,5:42:23 p. m.,28,58.33,,5:41:00 p. m.,25,52.08,,26.4,54.998,,26,55,,
5:39:10 p. m.,0.52,0.06,1.82,,5:37:36 p. m.,0.52,0.06,1.76,,5:36:00 p. m.,0.52,0.06,1.8,,5:34:20 p. m.,0.52,0.06,1.74,,5:32:44 p. m.,0.53,0.06,1.79,,0.522,0.06,1.782,,,,5:46:40 p. m.,30,62.5,,5:45:15 p. m.,11,22.92,,5:43:51 p. m.,25,52.08,,5:42:25 p. m.,27,56.25,,5:41:02 p. m.,27,56.25,,24,50,,24,50,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.262904762,0.026380952,2.23147619,,,,,,,,,,,,,,,,,,,,,,,,,,,946,46.76595238,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.92460317,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distancia 50 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,5:53:10 p. m.,21,43.75,,5:51:45 p. m.,20,41.67,,5:50:28 p. m.,19,39.58,,5:49:05 p. m.,21,43.75,,5:47:49 p. m.,20,41.67,,20.2,42.084,,20,42.08,,
6:08:45 p. m.,0,0,2.58,,6:07:09 p. m.,0,0,2.57,,6:05:17 p. m.,0,0,2.61,,6:03:41 p. m.,0,0,2.71,,5:55:00 p. m.,0.01,0,2.61,,0.002,0,2.616,,,,5:53:11 p. m.,26,54.17,,5:51:46 p. m.,24,50,,5:50:30 p. m.,26,54.17,,5:49:07 p. m.,26,54.17,,5:47:51 p. m.,27,56.25,,25.8,53.752,,26,53.75,,
6:08:47 p. m.,0,0,2.01,,6:07:11 p. m.,0,0,1.87,,6:05:18 p. m.,0,0,2.04,,6:03:43 p. m.,0.01,0,2.09,,5:55:02 p. m.,0.03,0,2.08,,0.008,0,2.018,,,,5:53:13 p. m.,21,43.75,,5:51:48 p. m.,19,39.58,,5:50:31 p. m.,14,29.17,,5:49:08 p. m.,24,50,,5:47:52 p. m.,24,50,,20.4,42.5,,20,42.5,,
